"","original_title","year","Genre","duration","votes"
"5310","Hollywood Palms",2001,"Comedy",86,113
"5311","Morgan's Ferry",2001,"Crime",91,436
"5312","Prince of Central Park",2000,"Action/Adventure",109,557
"5313","Project Vampire",1993,"Action/Adventure",88,170
"5314","Back from Hell",1993,"Horror",82,166
"5315","Brown's Requiem",1998,"Crime",104,882
"5316","Carlo's Wake",1999,"Comedy",90,108
"5317","Diplomatic Siege",1999,"Action/Adventure",90,1333
"5318","Family Tree",1999,"Drama",86,200
"5319","Femalien 2",1998,"Sci-Fi/Fantasy",92,529
"5320","Forbidden Sins",1999,"Crime",93,456
"5321","Generation Ax",2001,"Horror",78,101
"5322","Getting to Know You",1999,"Comedy",96,396
"5323","Gun Shy",2000,"Comedy",101,6841
"5324","Hamlet",2000,"Drama",112,8985
"5325","Keeping the Faith",2000,"Comedy",128,49326
"5326","Dusting Cliff 7",1997,"Action/Adventure",93,240
"5327","Lycanthrope",1999,"Horror",90,108
"5328","No Vacancy",1999,"Comedy",84,753
"5329","Rites of Passage",1999,"Crime",95,1084
"5330","Boys Don't Cry",1999,"Drama",118,91123
"5331","The Thin Pink Line",1998,"Comedy",106,297
"5332","Traitor's Heart",1999,"Action/Adventure",91,218
"5333","Viewer Discretion Advised",1998,"Comedy",105,111
"5334","Bad Boys II",2003,"Action/Adventure",147,227621
"5335","The Million Dollar Kid",2000,"Action/Adventure",91,388
"5336","Jack of Hearts",1999,"Crime",93,102
"5337","Body Shots",1999,"Drama",106,5206
"5338","Joe Gould's Secret",2000,"Drama",104,1473
"5339","Labor Pains",2000,"Comedy",90,215
"5340","Light It Up",1999,"Drama",99,3449
"5341","Play Dead",2001,"Comedy",79,184
"5342","The Prince and the Surfer",1999,"Comedy",89,253
"5343","Zigs",2001,"Comedy",93,226
"5344","Sky High",1985,"Action/Adventure",109,270
"5345","The Eleventh Commandment",1986,"Drama",94,155
"5346","The Executioner, Part II",1984,"Action/Adventure",85,328
"5347","Kimberly",1999,"Comedy",106,650
"5348","The Third Miracle",1999,"Drama",119,3138
"5349","Whipped",2000,"Comedy",82,3888
"5350","Autumn in New York",2000,"Drama",103,24514
"5351","Bikini Med School",1994,"Comedy",81,114
"5352","Herman U.S.A.",2001,"Comedy",89,137
"5353","Hitman's Run",1999,"Action/Adventure",93,1232
"5354","The Hurricane",1999,"Drama",146,90121
"5355","Loving Jezebel",1999,"Comedy",87,348
"5356","Point Blank",1998,"Action/Adventure",89,1497
"5357","Scary Movie",2000,"Comedy",88,228332
"5358","Second Chances",1998,"Drama",107,312
"5359","Walking Across Egypt",1999,"Comedy",100,1148
"5360","The Werewolf Reborn!",1998,"Horror",70,119
"5361","Charming Billy",1999,"Drama",82,160
"5362","Cherry Falls",2000,"Horror",92,12021
"5363","Deal of a Lifetime",1999,"Comedy",94,326
"5364","Enemy Action",1999,"Action/Adventure",84,102
"5365","Just a Little Harmless Sex",1998,"Comedy",98,684
"5366","Made Men",1999,"Action/Adventure",91,1659
"5367","Magnolia",1999,"Drama",188,284687
"5368","Out in Fifty",1999,"Action/Adventure",103,411
"5369","Rocktober Blood",1984,"Horror",93,588
"5370","The Story of O: Untold Pleasures",2002,"Drama",98,243
"5371","Tripfall",2000,"Horror",91,365
"5372","Universal Soldier: The Return",1999,"Action/Adventure",83,27480
"5373","Without Evidence",1995,"Horror",99,900
"5374","All the Rage",1999,"Comedy",99,1705
"5375","Bullfighter",2000,"Action/Adventure",90,410
"5376","Delta Force One: The Lost Patrol",2000,"Action/Adventure",93,383
"5377","God, Sex & Apple Pie",1998,"Comedy",97,212
"5378","Gossip",2000,"Drama",90,14277
"5379","Love and Action in Chicago",1999,"Comedy",97,409
"5380","Once in the Life",2000,"Crime",107,659
"5381","Out of Season",1998,"Drama",98,141
"5382","The Rowdy Girls",2000,"Comedy",90,363
"5383","Seven Girlfriends",1999,"Comedy",99,1130
"5384","Spaceman",1997,"Comedy",88,248
"5385","Puss in Boots",1988,"Sci-Fi/Fantasy",96,560
"5386","Galaxy Quest",1999,"Action/Adventure",102,146064
"5387","Killer Bud",2001,"Comedy",92,437
"5388","The Killer Eye",1999,"Comedy",72,870
"5389","King of the Jungle",2000,"Crime",99,514
"5390","The Key to Sex",1999,"Comedy",86,404
"5391","The Perfect Storm",2000,"Action/Adventure",130,154003
"5392","A Place Called Truth",1998,"Drama",94,208
"5393","Women of the Night",2001,"Horror",97,297
"5394","Stranger Than Fiction",2000,"Horror",90,1208
"5395","Sunset Strip",2000,"Comedy",90,1439
"5396","Fishing with Gandhi",1998,"Comedy",69,121
"5397","The Invisible Circus",2001,"Drama",93,2888
"5398","Moonlight Mile",2002,"Drama",117,13367
"5399","But I'm a Cheerleader",1999,"Comedy",85,25806
"5400","The Midnight Hour",2001,"Drama",91,173
"5401","The Proposal",2001,"Drama",91,655
"5402","South of Heaven, West of Hell",2000,"Drama",131,1381
"5403","Storm Catcher",1999,"Action/Adventure",95,1366
"5404","Who's the Caboose?",1997,"Comedy",94,236
"5405","Dill Scallion",1999,"Comedy",91,334
"5406","The Eden Myth",1999,"Horror",88,203
"5407","Angels with Angles",2005,"Comedy",87,122
"5408","Icebreaker",2000,"Action/Adventure",90,980
"5409","Requiem for a Dream",2000,"Drama",102,748291
"5410","Stranger in My House",1999,"Drama",94,329
"5411","A Texas Funeral",1999,"Comedy",98,662
"5412","Unhinged",1982,"Horror",79,1549
"5413","Equinox Knocks",1999,"Comedy",111,107
"5414","Escanaba in da Moonlight",2001,"Comedy",91,1711
"5415","Everything's Jake",2000,"Comedy",92,112
"5416","Funny Valentines",1999,"Drama",108,497
"5417","Monsoon",1999,"Drama",96,347
"5418","Paradise Lost",1999,"Drama",105,235
"5419","Sole Survivor",1984,"Horror",85,1426
"5420","What Planet Are You From?",2000,"Comedy",105,8995
"5421","Avalanche",1999,"Action/Adventure",96,556
"5422","Bad City Blues",1999,"Drama",116,123
"5423","Banzai Runner",1987,"Action/Adventure",88,103
"5424","The Breaks",1999,"Comedy",86,1132
"5425","Finding Forrester",2000,"Drama",136,81537
"5426","The Item",1999,"Action/Adventure",100,797
"5427","Judy Berlin",1999,"Comedy",93,985
"5428","Minority Report",2002,"Action/Adventure",145,498830
"5429","Osmosis Jones",2001,"Family",95,31815
"5430","Her Married Lover",1999,"Crime",85,326
"5431","The Specials",2000,"Action/Adventure",82,2166
"5432","Stealth Fighter",1999,"Action/Adventure",88,850
"5433","Teach Me Tonight",1997,"Crime",92,251
"5434","Treasure Island",1999,"Drama",86,151
"5435","Almost Famous",2000,"Action/Adventure",122,247626
"5436","A Piece of Eden",2000,"Comedy",106,117
"5437","Boiler Room",2000,"Crime",120,48459
"5438","Pressure Point",1997,"Action/Adventure",97,205
"5439","Urbania",2000,"Drama",103,2897
"5440","Chi Girl",1999,"Comedy",87,119
"5441","Dead Girls",1990,"Horror",90,129
"5442","The Dogwalker",1999,"Comedy",105,113
"5443","Don't Go in the Woods",1981,"Horror",82,2599
"5444","Feeders",1996,"Drama",69,732
"5445","Green",1997,"Comedy",88,217
"5446","Hollywood Salome",1998,"Drama",77,135
"5447","Hotel Exotica",1999,"Drama",88,305
"5448","Intrepid",2000,"Action/Adventure",90,335
"5449","Last Chance",1999,"Drama",98,190
"5450","The Lost Platoon",1990,"Action/Adventure",86,170
"5451","Love Beat the Hell Outta Me",2000,"Drama",89,100
"5452","Me, Myself & Irene",2000,"Comedy",116,219069
"5453","The Pavilion",2000,"Drama",94,114
"5454","Phone Booth",2002,"Crime",81,247774
"5455","Pollock",2000,"Drama",122,26571
"5456","Rock 'n' Roll Frankenstein",1999,"Comedy",88,264
"5457","A Knight's Tale",2001,"Action/Adventure",132,167807
"5458","Spanish Judges",2000,"Crime",98,495
"5459","Things",1993,"Horror",81,145
"5460","Virtual Encounters 2",1998,"Sci-Fi/Fantasy",83,207
"5461","White Phantom",1987,"Action/Adventure",89,159
"5462","A Day in Black and White",2001,"Drama",80,102
"5463","Farewell, My Love",2000,"Action/Adventure",90,130
"5464","The Fear: Resurrection",1999,"Horror",87,776
"5465","Maryam",2002,"Drama",87,265
"5466","O",2001,"Drama",95,19049
"5467","Reindeer Games",2000,"Action/Adventure",104,37005
"5468","Snow Day",2000,"Action/Adventure",89,11354
"5469","This Is the Disk-O-Boyz",1999,"Drama",85,108
"5470","Whispers: An Elephant's Tale",2000,"Action/Adventure",72,292
"5471","Pups",1999,"Action/Adventure",99,1614
"5472","Battlefield Earth",2000,"Action/Adventure",118,75222
"5473","Deadly Daphne's Revenge",1987,"Drama",88,210
"5474","House on Haunted Hill",1999,"Crime",93,52561
"5475","L.A. Wars",1994,"Action/Adventure",88,112
"5476","Little Nicky",2000,"Comedy",90,96432
"5477","Ninth Street",1999,"Drama",95,139
"5478","Nowhere Land",1998,"Action/Adventure",88,109
"5479","Scrapbook",1999,"Comedy",110,116
"5480","Suits",1999,"Comedy",88,158
"5481","The Blair Witch Project",1999,"Horror",81,227601
"5482","Carnage",1984,"Horror",91,450
"5483","Cypress Edge",1999,"Drama",90,115
"5484","Drowning Mona",2000,"Comedy",96,13012
"5485","Frequency",2000,"Crime",118,99464
"5486","Cowboy Up",2001,"Drama",105,778
"5487","The Invisibles",1999,"Drama",86,177
"5488","Point Doom",2000,"Action/Adventure",100,365
"5489","Silicon Towers",1999,"Action/Adventure",87,269
"5490","The Simian Line",2000,"Drama",106,365
"5491","Space Cowboys",2000,"Action/Adventure",130,72407
"5492","Sugar & Spice",2001,"Comedy",81,13351
"5493","The Young Unknowns",2000,"Drama",87,129
"5494","Bounce",2000,"Drama",106,19816
"5495","Down to You",2000,"Comedy",91,14190
"5496","Elvis Is Alive! I Swear I Saw Him Eating Ding Dongs Outside the Piggly Wiggly's",1998,"Comedy",90,121
"5497","Epitaph",1987,"Horror",94,223
"5498","Gone in Sixty Seconds",2000,"Action/Adventure",118,256788
"5499","Hawkeye",1988,"Action/Adventure",90,113
"5500","Laws of Deception",1997,"Drama",98,191
"5501","Lovers Lane",1999,"Horror",90,959
"5502","No Strings Attached",1997,"Crime",93,132
"5503","Living the Life",2000,"Crime",90,115
"5504","Personals",1999,"Romance",92,107
"5505","Playing Mona Lisa",2000,"Comedy",97,782
"5506","Primary Suspect",2000,"Action/Adventure",91,325
"5507","Doug's 1st Movie",1999,"Family",77,2931
"5508","Drowning on Dry Land",1999,"Drama",88,181
"5509","Mascara",1999,"Drama",94,126
"5510","Mercy",2000,"Crime",117,2089
"5511","Price of Glory",2000,"Drama",118,782
"5512","Sonic Impact",1999,"Action/Adventure",94,440
"5513","Club Wild Side 2",1998,"Drama",99,190
"5514","Demented",1980,"Drama",87,465
"5515","Insatiable Wives",2000,"Drama",78,124
"5516","An Invited Guest",1999,"Drama",116,535
"5517","Kill by Inches",1999,"Horror",80,371
"5518","Life of a Gigolo",1998,"Drama",101,191
"5519","Love Stinks",1999,"Comedy",94,4878
"5520","Murdercycle",1999,"Action/Adventure",90,506
"5521","Veronica 2030",1999,"Romance",70,351
"5522","The Big Day",1999,"Comedy",88,264
"5523","Against the Law",1997,"Action/Adventure",90,280
"5524","Gabriela",2001,"Drama",93,1435
"5525","The Big Kahuna",1999,"Drama",90,13790
"5526","Memorial Day",1999,"Horror",81,151
"5527","No Tomorrow",1999,"Action/Adventure",99,352
"5528","Sixteen Tongues",1999,"Horror",80,174
"5529","Sorceress II: The Temptress",1997,"Sci-Fi/Fantasy",82,226
"5530","Surrender",2000,"Drama",94,102
"5531","The Whole Nine Yards",2000,"Comedy",98,108581
"5532","Alien Outlaw",1985,"Sci-Fi/Fantasy",90,404
"5533","The Basket",1999,"Drama",105,478
"5534","Cool Crime",1999,"Comedy",92,200
"5535","Flight of Fancy",2000,"Family",96,179
"5536","Greater Tuna",1994,"Comedy",102,125
"5537","Kate's Addiction",1999,"Drama",90,585
"5538","Land of Doom",1986,"Action/Adventure",87,496
"5539","Night Orchid",1997,"Horror",106,112
"5540","Sand",2000,"Drama",89,527
"5541","Buttcrack",1998,"Comedy",68,582
"5542","New Best Friend",2002,"Drama",91,3167
"5543","The Fighting Temptations",2003,"Comedy",123,6703
"5544","Headcrusher",1999,"Horror",74,156
"5545","In Your Wildest Dreams",1991,"Drama",85,101
"5546","Mighty Mouse in the Great Space Chase",1982,"Family",86,116
"5547","The Replacements",2000,"Comedy",118,57265
"5548","The Sterling Chase",1999,"Drama",95,218
"5549","28 Days",2000,"Comedy",103,43672
"5550","The Catcher",1998,"Horror",77,163
"5551","The Contract",1999,"Horror",91,220
"5552","A Fare to Remember",1999,"Comedy",100,238
"5553","Get Over It",2001,"Comedy",87,17747
"5554","Head Over Heels",2001,"Comedy",86,13683
"5555","Julien Donkey-Boy",1999,"Comedy",94,6622
"5556","Mutant Man",1996,"Horror",77,146
"5557","Picking Up the Pieces",2000,"Comedy",95,3436
"5558","Raw Nerve",1999,"Crime",105,288
"5559","A Wake in Providence",1999,"Comedy",92,199
"5560","Where the Red Fern Grows",2003,"Drama",86,1047
"5561","Airboss",1997,"Action/Adventure",90,146
"5562","Enemies of Laughter",2000,"Comedy",90,166
"5563","Sign of the Times",1999,"Comedy",104,132
"5564","You Are Not I",1981,"Drama",50,197
"5565","The Corndog Man",1999,"Drama",83,697
"5566","Hard",1998,"Crime",102,472
"5567","Life Tastes Good",1999,"Crime",88,139
"5568","Los Enchiladas!",1999,"Comedy",75,288
"5569","Meet Prince Charming",2002,"Romance",94,666
"5570","Mel",1998,"Family",97,222
"5571","Panic",2000,"Comedy",88,7913
"5572","Chain of Fools",2000,"Comedy",98,3863
"5573","The Stray",2000,"Horror",90,343
"5574","We Married Margo",2000,"Comedy",85,345
"5575","Bobby G. Can't Swim",1999,"Drama",89,336
"5576","Bridge of Dragons",1999,"Action/Adventure",92,2466
"5577","Corrupt",1999,"Action/Adventure",69,1052
"5578","Starforce",2000,"Action/Adventure",93,224
"5579","Chapter Zero",1999,"Comedy",104,161
"5580","Alone with a Stranger",2000,"Drama",90,280
"5581","Erin Brockovich",2000,"Drama",131,170733
"5582","Final Destination",2000,"Horror",98,224856
"5583","Here on Earth",2000,"Drama",96,8191
"5584","Next Friday",2000,"Comedy",98,36064
"5585","Pirates of the Plain",1999,"Action/Adventure",93,401
"5586","Plutonium Baby",1987,"Horror",85,216
"5587","Sam the Man",2001,"Comedy",87,186
"5588","Ticker",2001,"Action/Adventure",92,6516
"5589","Vice Academy Part 6",1998,"Comedy",89,123
"5590","Small Time Crooks",2000,"Comedy",94,36334
"5591","The Wrecking Crew",2000,"Action/Adventure",80,1116
"5592","The Right Temptation",2000,"Drama",95,1061
"5593","Lockdown",2000,"Drama",105,2376
"5594","Play It to the Bone",1999,"Comedy",124,11356
"5595","Under Pressure",2000,"Action/Adventure",94,576
"5596","The Atrocity Exhibition",2000,"Drama",105,327
"5597","Crime + Punishment in Suburbia",2000,"Drama",100,2939
"5598","Golfballs!",1999,"Comedy",86,303
"5599","Live Freaky Die Freaky",2006,"Family",75,624
"5600","Loveblind",2000,"Drama",99,140
"5601","Lush",2000,"Comedy",93,230
"5602","Partners in Crime",2000,"Crime",90,487
"5603","Stripper Wives",1999,"Drama",86,109
"5604","Vampires Anonymous",2003,"Comedy",88,403
"5605","Vipers",1998,"Crime",92,143
"5606","Where the Heart Is",2000,"Comedy",120,31320
"5607","After Sex",2000,"Comedy",96,761
"5608","The Crew",2000,"Comedy",88,4452
"5609","Escape to Grizzly Mountain",2000,"Family",95,237
"5610","Judgment Day: The Ellie Nesler Story",1999,"Drama",90,246
"5611","The Master Demon",1991,"Horror",81,101
"5612","Monsters, Inc.",2001,"Family",92,794964
"5613","One Small Hero",1999,"Comedy",84,230
"5614","Passion's Desire",2000,"Drama",95,109
"5615","Perfect Fit",2001,"Comedy",103,181
"5616","Secret Pleasures",2002,"Drama",90,312
"5617","Suckers",1999,"Comedy",87,894
"5618","The Visit",2000,"Drama",107,237
"5619","3 Strikes",2000,"Comedy",82,3112
"5620","7 Lucky Ninja Kids",1989,"Action/Adventure",90,193
"5621","Curse of the Blue Lights",1988,"Horror",104,201
"5622","Love & Basketball",2000,"Drama",124,18088
"5623","Mirror Mirror 3: The Voyeur",1995,"Drama",91,209
"5624","The Order of the Black Eagle",1987,"Action/Adventure",93,343
"5625","Pros & Cons",1999,"Comedy",104,393
"5626","Riding in Cars with Boys",2001,"Drama",132,26306
"5627","Stanley's Gig",2000,"Drama",93,181
"5628","What's Up, Hideous Sun Demon",1983,"Comedy",71,138
"5629","Diamond Men",2000,"Drama",100,1543
"5630","Bats",1999,"Horror",91,9385
"5631","Chuck & Buck",2000,"Comedy",96,5220
"5632","Coyote Ugly",2000,"Comedy",100,105212
"5633","Over-sexed Rugsuckers from Mars",1989,"Comedy",87,300
"5634","Totally Blonde",2001,"Comedy",94,863
"5635","The Rising Place",2001,"Drama",93,188
"5636","The Underground Comedy Movie",1999,"Comedy",88,2424
"5637","The Shrink Is In",2001,"Comedy",92,1434
"5638","Eastside",1999,"Drama",94,148
"5639","Longshot",2001,"Action/Adventure",93,935
"5640","The Last Producer",2000,"Comedy",90,280
"5641","Lost in the Pershing Point Hotel",2000,"Comedy",107,165
"5642","Survival Island",2002,"Horror",85,3908
"5643","A Rumor of Angels",2000,"Drama",106,1338
"5644","Just One Night",2000,"Comedy",90,297
"5645","Unmasking the Idol",1986,"Action/Adventure",90,140
"5646","Deep Core",2000,"Action/Adventure",80,1089
"5647","Whatever It Takes",2000,"Comedy",94,9696
"5648","Love.com",2002,"Horror",85,147
"5649","Rock Star",2001,"Drama",105,40423
"5650","Night of Horror",1981,"Horror",76,320
"5651","The Tavern",1999,"Drama",95,176
"5652","The Third Wheel",2002,"Comedy",91,4518
"5653","Two Family House",2000,"Comedy",108,1597
"5654","Under Hellgate Bridge",2000,"Crime",90,285
"5655","The Way of the Gun",2000,"Action/Adventure",119,31393
"5656","Swimming",2000,"Drama",98,888
"5657","Double Parked",2000,"Comedy",98,169
"5658","The Intern",2000,"Comedy",90,572
"5659","Men of Honor",2000,"Drama",129,105471
"5660","You Can Count on Me",2000,"Drama",111,27607
"5661","Blood Dolls",1999,"Comedy",84,1387
"5662","The Omega Code",1999,"Action/Adventure",100,5006
"5663","Five Aces",1999,"Comedy",95,559
"5664","A Good Night to Die",2003,"Action/Adventure",100,483
"5665","Illicit Lovers",2000,"Comedy",93,224
"5666","The Necro Files",1997,"Horror",72,457
"5667","One Night at McCool's",2001,"Comedy",93,28182
"5668","The Alternate",2000,"Action/Adventure",95,707
"5669","Straight Out of Compton",2003,"Crime",80,106
"5670","Animal Factory",2000,"Crime",94,12630
"5671","The Boy with the X-Ray Eyes",1999,"Action/Adventure",93,140
"5672","Boys and Girls",2000,"Comedy",94,15812
"5673","Death of a Saleswoman",2006,"Comedy",77,350
"5674","Exorcist: The Beginning",2004,"Horror",114,32932
"5675","Firecracker",2005,"Crime",112,904
"5676","Poor White Trash",2000,"Comedy",85,1233
"5677","The Watcher",2000,"Crime",97,25538
"5678","Sordid Lives",2000,"Comedy",111,2834
"5679","That Little Monster",1994,"Comedy",56,196
"5680","Camera Obscura",2000,"Crime",99,139
"5681","Bring It On",2000,"Comedy",98,85738
"5682","Where's George?",1999,"Comedy",81,166
"5683","Deuce Bigalow: Male Gigolo",1999,"Comedy",88,69672
"5684","The Smokers",2000,"Horror",96,2603
"5685","Wildflower",2000,"Horror",92,126
"5686","Blue Vengeance",1989,"Action/Adventure",103,153
"5687","The King's Guard",2000,"Action/Adventure",92,454
"5688","Madison",2001,"Drama",94,1230
"5689","On Edge",2001,"Comedy",93,270
"5690","Save the Last Dance",2001,"Drama",112,56471
"5691","Sexual Chemistry",1999,"Comedy",97,228
"5692","Joy Ride",2001,"Action/Adventure",97,62993
"5693","Woman on Top",2000,"Comedy",92,9878
"5694","Friends and Family",2001,"Comedy",87,1399
"5695","Landscape Suicide",1987,"Crime",95,323
"5696","Luck of the Draw",2000,"Horror",101,581
"5697","Rollergator",1996,"Family",83,431
"5698","Shallow Grave",1987,"Drama",90,298
"5699","What Women Want",2000,"Comedy",127,188711
"5700","Winding Roads",1999,"Drama",90,121
"5701","Carnival Magic",1983,"Sci-Fi/Fantasy",86,637
"5702","Chain of Command",2000,"Action/Adventure",96,790
"5703","Italian Movie",1993,"Drama",95,125
